ingreso_id,empresa_id,empresa,tipo_empresa,anio,mes,mes_nombre,trimestre,ingresos_mxn,costos_mxn,margen_bruto_mxn,margen_pct,empleados_activos,revenue_por_empleado_mxn
ING00213,E09,Deintec,Consultoría Local,2024,9,September,Q3,20994086.39,14085232.33,6908854.07,32.91,322,65199.03
ING00214,E09,Deintec,Consultoría Local,2024,10,October,Q4,20472289.98,13107364.29,7364925.7,35.98,269,76105.17
ING00215,E09,Deintec,Consultoría Local,2024,11,November,Q4,18480016.79,13269476.35,5210540.44,28.2,275,67200.06
ING00216,E09,Deintec,Consultoría Local,2024,12,December,Q4,21760357.62,14983727.97,6776629.65,31.14,291,74777.86
ING00217,E10,Axsis Tecnología,Desarrollo de Software,2023,1,January,Q1,10536367.17,7370159.89,3166207.28,30.05,195,54032.65
ING00218,E10,Axsis Tecnología,Desarrollo de Software,2023,2,February,Q1,10866803.04,6965646.41,3901156.64,35.9,252,43122.23
ING00219,E10,Axsis Tecnología,Desarrollo de Software,2023,3,March,Q1,11535454.98,7453721.14,4081733.85,35.38,257,44885.04
ING00220,E10,Axsis Tecnología,Desarrollo de Software,2023,4,April,Q2,11881399.39,7798229.91,4083169.49,34.37,225,52806.22
ING00221,E10,Axsis Tecnología,Desarrollo de Software,2023,5,May,Q2,12958720.68,8801075.83,4157644.85,32.08,250,51834.88
ING00222,E10,Axsis Tecnología,Desarrollo de Software,2023,6,June,Q2,13836454.97,9258526.42,4577928.55,33.09,224,61769.89
ING00223,E10,Axsis Tecnología,Desarrollo de Software,2023,7,July,Q3,11518950.11,7903764.75,3615185.37,31.38,236,48809.11
ING00224,E10,Axsis Tecnología,Desarrollo de Software,2023,8,August,Q3,12549095.14,7937165.86,4611929.29,36.75,232,54090.93
ING00225,E10,Axsis Tecnología,Desarrollo de Software,2023,9,September,Q3,13815493.06,8548178.44,5267314.62,38.13,238,58048.29
ING00226,E10,Axsis Tecnología,Desarrollo de Software,2023,10,October,Q4,12335181.45,7628259.75,4706921.7,38.16,230,53631.22
ING00227,E10,Axsis Tecnología,Desarrollo de Software,2023,11,November,Q4,12227714.07,8045360.02,4182354.06,34.2,191,64019.45
ING00228,E10,Axsis Tecnología,Desarrollo de Software,2023,12,December,Q4,13422819.98,8530479.86,4892340.12,36.45,200,67114.1
ING00229,E10,Axsis Tecnología,Desarrollo de Software,2024,1,January,Q1,12683996.18,7384213.73,5299782.45,41.78,255,49741.16
ING00230,E10,Axsis Tecnología,Desarrollo de Software,2024,2,February,Q1,13105170.81,8428334.42,4676836.39,35.69,226,57987.48
ING00231,E10,Axsis Tecnología,Desarrollo de Software,2024,3,March,Q1,16413808.28,10890788.45,5523019.83,33.65,199,82481.45
ING00232,E10,Axsis Tecnología,Desarrollo de Software,2024,4,April,Q2,14681066.39,9530074.57,5150991.82,35.09,221,66430.16
ING00233,E10,Axsis Tecnología,Desarrollo de Software,2024,5,May,Q2,16444036.23,10989129.06,5454907.17,33.17,254,64740.3
ING00234,E10,Axsis Tecnología,Desarrollo de Software,2024,6,June,Q2,17799972.44,12262215.6,5537756.84,31.11,207,85990.21
ING00235,E10,Axsis Tecnología,Desarrollo de Software,2024,7,July,Q3,15042183.18,10681343.66,4360839.52,28.99,208,72318.19
ING00236,E10,Axsis Tecnología,Desarrollo de Software,2024,8,August,Q3,16051639.87,9371984.74,6679655.13,41.61,207,77544.15
ING00237,E10,Axsis Tecnología,Desarrollo de Software,2024,9,September,Q3,16024091.59,10254253.41,5769838.18,36.01,231,69368.36
ING00238,E10,Axsis Tecnología,Desarrollo de Software,2024,10,October,Q4,16066773.01,9529183.83,6537589.18,40.69,253,63505.03
ING00239,E10,Axsis Tecnología,Desarrollo de Software,2024,11,November,Q4,15702642.19,11215346.6,4487295.59,28.58,251,62560.33
ING00240,E10,Axsis Tecnología,Desarrollo de Software,2024,12,December,Q4,17916242.35,12605212.92,5311029.43,29.64,195,91878.17
ING00241,E11,Skye Group,Consultoría Regional,2023,1,January,Q1,9950865.79,6172928.95,3777936.84,37.97,202,49261.71
ING00242,E11,Skye Group,Consultoría Regional,2023,2,February,Q1,9453147.17,6129598.23,3323548.94,35.16,188,50282.7
ING00243,E11,Skye Group,Consultoría Regional,2023,3,March,Q1,11441085.9,8043004.41,3398081.5,29.7,235,48685.47
ING00244,E11,Skye Group,Consultoría Regional,2023,4,April,Q2,10911632.78,7212400.54,3699232.24,33.9,184,59302.35
ING00245,E11,Skye Group,Consultoría Regional,2023,5,May,Q2,12329328.89,7867792.81,4461536.08,36.19,207,59561.98
ING00246,E11,Skye Group,Consultoría Regional,2023,6,June,Q2,12022533.7,7895248.6,4127285.1,34.33,180,66791.85
ING00247,E11,Skye Group,Consultoría Regional,2023,7,July,Q3,11810899.96,8157662.22,3653237.74,30.93,219,53931.05
ING00248,E11,Skye Group,Consultoría Regional,2023,8,August,Q3,13406485.91,9566786.62,3839699.29,28.64,233,57538.57
ING00249,E11,Skye Group,Consultoría Regional,2023,9,September,Q3,12612401.78,8189297.4,4423104.39,35.07,184,68545.66
ING00250,E11,Skye Group,Consultoría Regional,2023,10,October,Q4,13852474.53,9274478.1,4577996.44,33.05,186,74475.67
ING00251,E11,Skye Group,Consultoría Regional,2023,11,November,Q4,11103608.52,6575527.32,4528081.21,40.78,233,47654.97
ING00252,E11,Skye Group,Consultoría Regional,2023,12,December,Q4,13362414.0,8310563.64,5051850.37,37.81,184,72621.82
ING00253,E11,Skye Group,Consultoría Regional,2024,1,January,Q1,12471514.0,8675908.85,3795605.14,30.43,216,57738.49
ING00254,E11,Skye Group,Consultoría Regional,2024,2,February,Q1,13564894.59,7887166.22,5677728.37,41.86,236,57478.37
ING00255,E11,Skye Group,Consultoría Regional,2024,3,March,Q1,14995885.53,9279906.98,5715978.56,38.12,173,86681.42
ING00256,E11,Skye Group,Consultoría Regional,2024,4,April,Q2,14512645.82,9250049.76,5262596.06,36.26,174,83406.01
ING00257,E11,Skye Group,Consultoría Regional,2024,5,May,Q2,15978067.05,10782323.25,5195743.79,32.52,176,90784.47
ING00258,E11,Skye Group,Consultoría Regional,2024,6,June,Q2,16364856.05,10121544.91,6243311.14,38.15,237,69050.03
ING00259,E11,Skye Group,Consultoría Regional,2024,7,July,Q3,14678134.44,8540201.36,6137933.09,41.82,186,78914.7
ING00260,E11,Skye Group,Consultoría Regional,2024,8,August,Q3,15331930.13,10664930.71,4666999.42,30.44,186,82429.73
ING00261,E11,Skye Group,Consultoría Regional,2024,9,September,Q3,15300967.43,10613947.09,4687020.34,30.63,223,68614.2
ING00262,E11,Skye Group,Consultoría Regional,2024,10,October,Q4,15832008.69,10160674.46,5671334.23,35.82,173,91514.5
ING00263,E11,Skye Group,Consultoría Regional,2024,11,November,Q4,14951539.58,9663139.57,5288400.01,35.37,184,81258.37
ING00264,E11,Skye Group,Consultoría Regional,2024,12,December,Q4,16577669.59,11931653.55,4646016.04,28.03,198,83725.6
ING00265,E12,TI Monterrey,Consultoría Local,2023,1,January,Q1,6886833.93,4725607.36,2161226.58,31.38,183,37632.97
ING00266,E12,TI Monterrey,Consultoría Local,2023,2,February,Q1,7076702.34,4509653.59,2567048.75,36.27,156,45363.48
ING00267,E12,TI Monterrey,Consultoría Local,2023,3,March,Q1,7580004.84,4888126.22,2691878.62,35.51,154,49220.81
ING00268,E12,TI Monterrey,Consultoría Local,2023,4,April,Q2,8389042.56,5429868.13,2959174.43,35.27,199,42155.99
ING00269,E12,TI Monterrey,Consultoría Local,2023,5,May,Q2,8843856.27,6132169.95,2711686.32,30.66,169,52330.51
ING00270,E12,TI Monterrey,Consultoría Local,2023,6,June,Q2,8439663.35,5756953.3,2682710.05,31.79,141,59855.77
ING00271,E12,TI Monterrey,Consultoría Local,2023,7,July,Q3,7298190.46,4898954.61,2399235.85,32.87,157,46485.29
ING00272,E12,TI Monterrey,Consultoría Local,2023,8,August,Q3,9372482.51,6019012.94,3353469.57,35.78,199,47097.9
ING00273,E12,TI Monterrey,Consultoría Local,2023,9,September,Q3,9295268.38,5466034.19,3829234.19,41.2,198,46945.8
ING00274,E12,TI Monterrey,Consultoría Local,2023,10,October,Q4,9353238.33,6355930.64,2997307.69,32.05,163,57381.83
ING00275,E12,TI Monterrey,Consultoría Local,2023,11,November,Q4,8250151.48,4859226.1,3390925.38,41.1,168,49108.04
ING00276,E12,TI Monterrey,Consultoría Local,2023,12,December,Q4,8389345.26,5565842.36,2823502.9,33.66,161,52107.73
ING00277,E12,TI Monterrey,Consultoría Local,2024,1,January,Q1,7592614.52,5352489.87,2240124.65,29.5,138,55018.95
ING00278,E12,TI Monterrey,Consultoría Local,2024,2,February,Q1,8100303.14,4720416.11,3379887.03,41.73,134,60450.02
ING00279,E12,TI Monterrey,Consultoría Local,2024,3,March,Q1,8884167.01,5901280.22,2982886.79,33.58,165,53843.44
ING00280,E12,TI Monterrey,Consultoría Local,2024,4,April,Q2,8656722.4,5616852.88,3039869.52,35.12,187,46292.63
ING00281,E12,TI Monterrey,Consultoría Local,2024,5,May,Q2,9627087.21,6831070.99,2796016.22,29.04,158,60930.93
ING00282,E12,TI Monterrey,Consultoría Local,2024,6,June,Q2,9816834.73,5790026.53,4026808.2,41.02,165,59495.97
ING00283,E12,TI Monterrey,Consultoría Local,2024,7,July,Q3,9270994.26,5794160.27,3476833.99,37.5,141,65751.73
ING00284,E12,TI Monterrey,Consultoría Local,2024,8,August,Q3,10385367.2,6992949.17,3392418.03,32.67,133,78085.47
ING00285,E12,TI Monterrey,Consultoría Local,2024,9,September,Q3,10363914.7,6794793.3,3569121.4,34.44,160,64774.47
ING00286,E12,TI Monterrey,Consultoría Local,2024,10,October,Q4,10318385.04,7058972.88,3259412.15,31.59,180,57324.36
ING00287,E12,TI Monterrey,Consultoría Local,2024,11,November,Q4,8041460.23,5625346.33,2416113.9,30.05,157,51219.49
ING00288,E12,TI Monterrey,Consultoría Local,2024,12,December,Q4,10492909.81,6512963.6,3979946.21,37.93,150,69952.73
